anexo,codOrcamento,condicao,email,fone,gabinete,idParlamentar,ideCadastro,matricula,nome,nomeParlamentar,partido,sexo,uf,urlFoto
4,3702,Titular,dep.leandre@camara.gov.br,3215-5454,454,5830676,178832,453,LEANDRE DAL PONTE,LEANDRE,PV,feminino,PR,http://www.camara.gov.br/internet/deputado/bandep/178832.jpg
4,3492,Titular,dep.nilsonpinto@camara.gov.br,3215-5527,527,5830421,74352,31,NILSON PINTO DE OLIVEIRA,NILSON PINTO,PSDB,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/74352.jpg
4,2807,Titular,dep.maragabrilli@camara.gov.br,3215-5226,226,5830398,160565,366,MARA CRISTINA GABRILLI,MARA GABRILLI,PSDB,feminino,SP,http://www.camara.gov.br/internet/deputado/bandep/160565.jpg
4,2215,Titular,dep.bilacpinto@camara.gov.br,3215-5806,806,5830796,141513,232,OLAVO BILAC PINTO NETO,BILAC PINTO,PR,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/141513.jpg
4,2851,Titular,dep.joaorodrigues@camara.gov.br,3215-5503,503,5830304,160571,473,JOÃO RODRIGUES,JOÃO RODRIGUES,PSD,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/160571.jpg
4,1745,Titular,dep.odelmoleao@camara.gov.br,3215-5419,419,5830327,74752,248,ODELMO LEÃO CARNEIRO SOBRINHO,ODELMO LEÃO,PP,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74752.jpg
4,3662,Titular,dep.luiscarlosheinze@camara.gov.br,3215-5526,526,5830770,73483,500,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,PP,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/73483.jpg
4,1808,Titular,dep.jorgetadeumudalen@camara.gov.br,3215-5538,538,5830590,73535,363,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,DEM,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg
4,2670,Titular,dep.jhonatandejesus@camara.gov.br,3215-5535,535,5830341,160531,5,JOHNATHAN PEREIRA DE JESUS,JHONATAN DE JESUS,PRB,masculino,RR,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg
4,3772,Titular,dep.ulduricojunior@camara.gov.br,3215-5729,729,5830447,178863,220,ULDURICO ALENCAR PINTO,ULDURICO JUNIOR,PTC,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178863.jpg
4,3701,Titular,dep.laudiviocarvalho@camara.gov.br,3215-5717,717,5830484,178894,234,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,PMDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/178894.jpg
4,1413,Titular,dep.carlosmanato@camara.gov.br,3215-5313,313,5830639,74163,275,CARLOS HUMBERTO MANNATO,CARLOS MANATO,SD,masculino,ES,http://www.camara.gov.br/internet/deputado/bandep/74163.jpg
4,3048,Titular,dep.angelim@camara.gov.br,3215-5543,543,5830541,178837,52,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,PT,masculino,AC,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg
4,3666,Titular,dep.pompeodemattos@camara.gov.br,3215-5704,704,5830627,73486,516,DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,PDT,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/73486.jpg
4,1492,Titular,dep.eduardocunha@camara.gov.br,3215-5510,510,5830533,74173,300,EDUARDO COSENTINO DA CUNHA,EDUARDO CUNHA,PMDB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/74173.jpg
4,2741,Titular,dep.eriveltonsantana@camara.gov.br,3215-5756,756,5830292,99654,194,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,PSC,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg
4,3511,Titular,dep.pedrofernandes@camara.gov.br,3215-5814,814,5830633,74449,80,PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,PTB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/74449.jpg
4,2809,Titular,dep.missionariojoseolimpio@camara.gov.br,3215-5507,507,5830782,160561,375,JOSÉ OLIMPIO SILVEIRA MORAES,MISSIONÁRIO JOSÉ OLIMPIO,PP,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/160561.jpg
3,3714,Titular,dep.marceloaro@camara.gov.br,3215-5280,280,5830596,146788,236,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,PHS,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/146788.jpg
4,3733,Titular,dep.mosesrodrigues@camara.gov.br,3215-5809,809,5830667,178997,106,MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,PPS,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/178997.jpg
4,1968,Titular,dep.giacobo@camara.gov.br,3215-5762,762,5830713,74383,466,FERNANDO LÚCIO GIACOBO,GIACOBO,PR,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg
4,2796,Titular,dep.alexandreleite@camara.gov.br,3215-5841,841,5830381,160545,334,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,DEM,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/160545.jpg
4,2437,Titular,dep.chicolopes@camara.gov.br,3215-5310,310,5830690,141440,88,FRANCISCO LOPES DA SILVA,CHICO LOPES,PCdoB,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg
4,1135,Titular,dep.janetecapiberibe@camara.gov.br,3215-5209,209,5830358,73926,10,JANETE MARIA GÓES CAPIBERIBE,JANETE CAPIBERIBE,PSB,feminino,AP,http://www.camara.gov.br/internet/deputado/bandep/73926.jpg
4,3710,Titular,dep.luiziannelins@camara.gov.br,3215-5713,713,5830427,178866,98,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,PT,feminino,CE,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg
4,2769,Titular,dep.zesilva@camara.gov.br,3215-5608,608,5830504,160632,271,JOSÉ SILVA SOARES,ZÉ SILVA,SD,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg
4,3713,Titular,dep.marceloalvaroantonio@camara.gov.br,3215-5824,824,5830404,179000,235,MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO ÁLVARO ANTÔNIO,PRP,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/179000.jpg
4,3573,Titular,dep.luizsergio@camara.gov.br,3215-5409,409,5830521,74688,313,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,LUIZ SÉRGIO,PT,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/74688.jpg
4,3661,Titular,dep.henriquefontana@camara.gov.br,3215-5256,256,5830527,73482,498,HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,PT,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg
4,2424,Titular,dep.flavianomelo@camara.gov.br,3215-5224,224,5830742,141434,54,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,PMDB,masculino,AC,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg
4,3096,Titular,dep.expeditonetto@camara.gov.br,3215-5943,943,5830550,178953,44,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,SD,masculino,RO,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg
4,3155,Titular,dep.carlosmelles@camara.gov.br,3215-5243,243,5830719,74651,226,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,DEM,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg
4,3709,Titular,dep.luizlaurofilho@camara.gov.br,3215-5519,519,5830696,178982,365,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,PSB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178982.jpg
4,1876,Titular,dep.rubensbueno@camara.gov.br,3215-5623,623,5830573,73466,460,RUBENS BUENO,RUBENS BUENO,PPS,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg
4,2565,Titular,dep.renatomolling@camara.gov.br,3215-5337,337,5830450,141527,511,RENATO DELMAR MOLLING,RENATO MOLLING,PP,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/141527.jpg
4,3028,Titular,dep.bebeto@camara.gov.br,3215-5541,541,5830613,178834,185,ADALBERTO SOUZA GALVÃO,BEBETO,PSB,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg
4,3045,Titular,dep.andreabdon@camara.gov.br,3215-5831,831,5830650,178831,9,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,PRB,masculino,AP,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg
4,3730,Titular,dep.miguellombardi@camara.gov.br,3215-5835,835,5830556,178985,378,MIGUEL LOMBARDI,MIGUEL LOMBARDI,PR,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178985.jpg
4,3499,Titular,dep.niltoncapixaba@camara.gov.br,3215-5724,724,5830458,74359,47,NILTON BALBINO,NILTON CAPIXABA,PTB,masculino,RO,http://www.camara.gov.br/internet/deputado/bandep/74359.jpg
4,2385,Titular,dep.luciovale@camara.gov.br,3215-5822,822,5830567,141484,29,LÚCIO DUTRA VALE,LÚCIO VALE,PR,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/141484.jpg
4,3087,Titular,dep.edmilsonrodrigues@camara.gov.br,3215-5301,301,5830604,134812,27,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg
4,3768,Titular,dep.tenentelucio@camara.gov.br,3215-5239,239,5830759,178898,266,SERGIO LUCIO DE ALMEIDA,TENENTE LÚCIO,PSB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/178898.jpg
4,2857,Titular,dep.ronaldobenedet@camara.gov.br,3215-5918,918,5830753,160515,484,RONALDO JOSÉ BENEDET,RONALDO BENEDET,PMDB,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/160515.jpg
4,2874,Titular,dep.luiznishimori@camara.gov.br,3215-5907,907,5830410,162332,459,LUIZ HILOSHI NISHIMORI,LUIZ NISHIMORI,PR,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/162332.jpg
4,3578,Titular,dep.rodrigomaia@camara.gov.br,3215-5308,308,5830464,74693,322,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO MAIA,DEM,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/74693.jpg
4,2783,Titular,dep.franciscofloriano@camara.gov.br,3215-5719,719,5830707,160677,297,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,PR,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg
4,3032,Titular,dep.adalbertocavalcanti@camara.gov.br,3215-5402,402,5830364,178914,138,ADALBERTO CAVALCANTI RODRIGUES,ADALBERTO CAVALCANTI,PTB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/178914.jpg
4,3523,Titular,dep.marcelocastro@camara.gov.br,3215-5811,811,5830659,74460,110,MARCELO COSTA E CASTRO,MARCELO CASTRO,PMDB,masculino,PI,http://www.camara.gov.br/internet/deputado/bandep/74460.jpg
4,3166,Titular,dep.claudiocajado@camara.gov.br,3215-5630,630,5830679,74537,186,CLÁUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,DEM,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg
4,2750,Titular,dep.valmirassuncao@camara.gov.br,3215-5739,739,5830418,160610,218,VALMIR CARLOS DA ASSUNÇÃO,VALMIR ASSUNÇÃO,PT,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/160610.jpg
4,2799,Titular,dep.elicorreafilho@camara.gov.br,3215-5850,850,5830750,160532,345,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,DEM,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg
3,3487,Titular,dep.irmaolazaro@camara.gov.br,3215-5467,467,5830324,178855,199,ANTONIO LAZARO SILVA,IRMÃO LAZARO,PSC,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178855.jpg
4,3052,Titular,dep.baleiarossi@camara.gov.br,3215-5829,829,5830607,178975,342,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,PMDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg
4,3393,Titular,dep.hildorocha@camara.gov.br,3215-5734,734,5830656,178884,74,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,PMDB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg
4,3059,Titular,dep.cabosabino@camara.gov.br,3215-5617,617,5830773,178865,94,FLAVIO ALVES SABINO,CABO SABINO,PR,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg
4,2925,Titular,dep.carmenzanotto@camara.gov.br,3215-5240,240,5830630,164360,477,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,PPS,feminino,SC,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg
4,1405,Titular,dep.marioheringer@camara.gov.br,3215-5211,211,5830467,74158,239,MÁRIO LÚCIO HERINGER,MÁRIO HERINGER,PDT,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74158.jpg
4,2732,Titular,dep.andremoura@camara.gov.br,3215-5846,846,5830799,160543,174,ANDRÉ LUIS DANTAS FERREIRA,ANDRE MOURA,PSC,masculino,SE,http://www.camara.gov.br/internet/deputado/bandep/160543.jpg
4,1277,Titular,dep.wellingtonroberto@camara.gov.br,3215-5514,514,5830395,74043,136,JOSÉ WELLINGTON ROBERTO,WELLINGTON ROBERTO,PR,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/74043.jpg
4,2691,Titular,dep.irajaabreu@camara.gov.br,3215-5802,802,5830444,81232,65,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,PSD,masculino,TO,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg
4,3697,Titular,dep.juliamarinho@camara.gov.br,3215-5707,707,5830699,67312,34,JULIA MARIA GODINHO DA CRUZ MARINHO,JÚLIA MARINHO,PSC,feminino,PA,http://www.camara.gov.br/internet/deputado/bandep/67312.jpg
3,2973,Titular,dep.paulao@camara.gov.br,3215-5366,366,5830375,171617,170,PAULO FERNANDO DOS SANTOS,PAULÃO,PT,masculino,AL,http://www.camara.gov.br/internet/deputado/bandep/171617.jpg
3,3736,Titular,dep.odoricomonteiro@camara.gov.br,3215-5582,582,5830301,178868,107,LUIZ ODORICO MONTEIRO DE ANDRADE,ODORICO MONTEIRO,PT,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/178868.jpg
4,2940,Titular,dep.sergiosouza@camara.gov.br,3215-5702,702,5830722,178933,467,SERGIO DE SOUZA,SERGIO SOUZA ,PMDB,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/178933.jpg
4,3530,Titular,dep.damiaofeliciano@camara.gov.br,3215-5938,938,5830673,74467,127,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,PDT,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg
4,3044,Titular,dep.anaperugini@camara.gov.br,3215-5436,436,5830779,178973,332,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,PT,feminino,SP,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg
4,3309,Titular,dep.nelsonmeurer@camara.gov.br,3215-5916,916,5830544,73781,458,NELSON MEURER,NELSON MEURER,PP,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/73781.jpg
4,3047,Titular,dep.andressanchez@camara.gov.br,3215-5939,939,5830481,178974,341,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,PT,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg
3,3191,Titular,dep.flavinho@camara.gov.br,3215-5379,379,5830493,178978,357,FLAVIO AUGUSTO DA SILVA,FLAVINHO,PSB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178978.jpg
4,1935,Titular,dep.atilalira@camara.gov.br,3215-5640,640,5830530,74459,109,ÁTILA FREITAS LIRA,ÁTILA LIRA,PSB,masculino,PI,http://www.camara.gov.br/internet/deputado/bandep/74459.jpg
4,3134,Titular,dep.faustopinato@camara.gov.br,3215-5562,562,5830338,66828,355,FAUSTO RUY PINATO,FAUSTO PINATO,PRB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg
4,3049,Titular,dep.antoniojacome@camara.gov.br,3215-5230,230,5830587,178950,121,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,PMN,masculino,RN,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg
4,2820,Titular,dep.vicentecandido@camara.gov.br,3215-5819,819,5830344,160622,395,VICENTE CÂNDIDO DA SILVA,VICENTE CANDIDO,PT,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/160622.jpg
4,2994,Titular,dep.subtenentegonzaga@camara.gov.br,3215-5750,750,5830736,177282,273,LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,PDT,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg
4,2805,Titular,dep.keikoota@camara.gov.br,3215-5523,523,5830730,160659,356,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,PSB,feminino,SP,http://www.camara.gov.br/internet/deputado/bandep/160659.jpg
4,3595,Titular,dep.lincolnportela@camara.gov.br,3215-5615,615,5830687,74585,243,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,PR,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74585.jpg
4,3750,Titular,dep.rodrigomartins@camara.gov.br,3215-5558,558,5830636,178926,117,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,PSB,masculino,PI,http://www.camara.gov.br/internet/deputado/bandep/178926.jpg
4,2724,Titular,dep.pastoreurico@camara.gov.br,3215-5906,906,5830387,160642,155,FRANCISCO EURICO DA SILVA,PASTOR EURICO,PSB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/160642.jpg
4,3777,Titular,dep.vitorlippi@camara.gov.br,3215-5823,823,5830438,178992,399,VITOR LIPPI,VITOR LIPPI,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178992.jpg
4,1410,Titular,dep.arnaldofariadesa@camara.gov.br,3215-5929,929,5830487,73434,337,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,PTB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg
3,3357,Suplente,dep.silasbrasileiro@camara.gov.br,3215-5382,382,5830809,74765,526,SILAS BRASILEIRO,SILAS BRASILEIRO,PMDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74765.jpg
4,3023,Suplente,dep.wadsonribeiro@camara.gov.br,3215-5556,556,5830810,137853,527,WADSON NATHANIEL RIBEIRO,WADSON RIBEIRO,PCdoB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/137853.jpg
3,2718,Suplente,dep.augustocoutinho@camara.gov.br,3215-5373,373,5830811,160665,528,AUGUSTO RODRIGUES COUTINHO DE MELO,AUGUSTO COUTINHO ,SD,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/160665.jpg
3,-,Suplente,dep.fernandomonteiro@camara.gov.br,3215-5282,282,5830812,92699,529,FERNANDO MONTEIRO DE ALBUQUERQUE,FERNANDO MONTEIRO ,PP,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/92699.jpg
4,1071,Suplente,dep.carloseduardocadoca@camara.gov.br,3215-5423,423,5830813,74474,530,CARLOS EDUARDO CINTRA DA COSTA PEREIRA,CARLOS EDUARDO CADOCA,PCdoB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/74474.jpg
4,3660,Suplente,dep.fernandomarroni@camara.gov.br,3215-5858,858,5830823,73481,534,FERNANDO STEPHAN MARRONI,FERNANDO MARRONI,PT,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/73481.jpg
3,2793,Suplente,dep.walneyrocha@camara.gov.br,3215-5585,585,5830826,160631,535,WALNEY DA ROCHA CARVALHO,WALNEY ROCHA,PTB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/160631.jpg
4,-,Suplente,dep.marquinhomendes@camara.gov.br,3215-5727,727,5830827,181315,536,MARCOS DA ROCHA MENDES,MARQUINHO MENDES,PMDB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/181315.jpg
4,3551,Suplente,dep.celsojacob@camara.gov.br,3215-5917,917,5830828,73568,537,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,PMDB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg
4,-,Suplente,dep.mauropereira@camara.gov.br,3215-5843,843,5830831,124411,540,MAURO PEREIRA,MAURO PEREIRA,PMDB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/124411.jpg
3,2172,Suplente,dep.josefogaca@camara.gov.br,3215-5376,376,5830830,131966,539,JOSÉ ALBERTO FOGAÇA DE MEDEIROS,JOSÉ FOGAÇA ,PMDB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/131966.jpg
4,1234,Suplente,dep.robertofreire@camara.gov.br,3215-5242,242,5830837,73805,546,ROBERTO JOÃO PEREIRA FREIRE,ROBERTO FREIRE,PPS,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73805.jpg
4,2694,Titular,dep.albertofilho@camara.gov.br,3215-5350,350,5830840,160582,548,JOSÉ ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,PMDB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/160582.jpg
4,2611,Suplente,dep.mainha@camara.gov.br,3215-5624,624,5830841,151965,549,JOSÉ DE ANDRADE MAIA FILHO,MAINHA,SD,masculino,PI,http://www.camara.gov.br/internet/deputado/bandep/151965.jpg
3,-,Suplente,dep.wadihdamous@camara.gov.br,3215-5483,483,5830842,189593,550,WADIH NEMER DAMOUS FILHO,WADIH DAMOUS,PT,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/189593.jpg
4,2814,Suplente,dep.penna@camara.gov.br,3215-5235,235,5830843,80920,551,JOSÉ LUIZ DE FRANÇA PENNA,PENNA,PV,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/80920.jpg
4,1299,Suplente,dep.rauljungmann@camara.gov.br,3215-5754,754,5830832,74048,541,RAUL BELENS JUNGMANN PINTO,RAUL JUNGMANN,PPS,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/74048.jpg
4,-,Suplente,dep.fabriciooliveira@camara.gov.br,3215-5342,342,5830844,190149,552,FABRICIO JOSE SATIRO DE OLIVEIRA,FABRICIO OLIVEIRA,PSB,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/190149.jpg
4,3376,Suplente,dep.vicentearruda@camara.gov.br,3215-5522,522,5830845,74308,553,VICENTE FERREIRA DE ARRUDA COELHO,VICENTE ARRUDA,PROS,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/74308.jpg
4,1066,Suplente,dep.antoniocarlosmendesthame@camara.gov.br,3215-5915,915,5830802,73584,519,ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS MENDES THAME,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg
3,1599,Suplente,dep.lobbeneto@camara.gov.br,3215-5275,275,5830804,74277,521,ANTONIO ADOLPHO LOBBE NETO,LOBBE NETO,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/74277.jpg
4,-,Suplente,dep.davidsonmagalhaes@camara.gov.br,3215-5826,826,5830808,101309,525,DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON MAGALHÃES,PCdoB,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/101309.jpg
4,1961,Suplente,dep.sandesjunior@camara.gov.br,3215-5941,941,5830807,74372,524,JOÃO SANDES JÚNIOR,SANDES JÚNIOR,PP,masculino,GO,http://www.camara.gov.br/internet/deputado/bandep/74372.jpg
4,3183,Suplente,dep.edinhobez@camara.gov.br,3215-5703,703,5830818,73793,532,EDSON BEZ DE OLIVEIRA,EDINHO BEZ,PMDB,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/73793.jpg
4,2545,Suplente,dep.walterihoshi@camara.gov.br,3215-5418,418,5830801,141560,518,WALTER SHINDI IIHOSHI,WALTER IHOSHI,PSD,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/141560.jpg
4,2075,Suplente,dep.ademircamilo@camara.gov.br,3215-5804,804,5830803,133374,520,ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO,PROS,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/133374.jpg
4,2743,Suplente,dep.fernandotorres@camara.gov.br,3215-5642,642,5830806,160676,523,FERNANDO DANTAS TORRES,FERNANDO TORRES,PSD,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/160676.jpg
4,1622,Titular,dep.pauderneyavelino@camara.gov.br,3215-5610,610,5830374,74095,40,PAUDERNEY TOMAZ AVELINO,PAUDERNEY AVELINO,DEM,masculino,AM,http://www.camara.gov.br/internet/deputado/bandep/74095.jpg
4,3188,Titular,dep.elcionebarbalho@camara.gov.br,3215-5919,919,5830325,74075,21,ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE BARBALHO,PMDB,feminino,PA,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg
3,3312,Titular,dep.heldersalomao@camara.gov.br,3215-5573,573,5830351,178873,279,HELDER IGNACIO SALOMAO,HELDER SALOMÃO,PT,masculino,ES,http://www.camara.gov.br/internet/deputado/bandep/178873.jpg
4,3746,Titular,dep.renataabreu@camara.gov.br,3215-5726,726,5830772,178989,330,RENATA HELLMEISTER DE ABREU,RENATA ABREU,PTN,feminino,SP,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg
4,2593,Titular,dep.professorvictoriogalli@camara.gov.br,3215-5539,539,5830388,148134,406,VICTORIO GALLI FILHO,PROFESSOR VICTÓRIO GALLI,PSC,masculino,MT,http://www.camara.gov.br/internet/deputado/bandep/148134.jpg
3,3055,Titular,dep.betosalame@camara.gov.br,3215-5473,473,5830637,178906,20,ROBERTO SALAME FILHO,BETO SALAME,PROS,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/178906.jpg
4,2453,Titular,dep.brunoaraujo@camara.gov.br,3215-5718,718,5830294,141394,146,BRUNO CAVALCANTI DE ARAÚJO,BRUNO ARAÚJO,PSDB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/141394.jpg
4,1270,Titular,dep.joaocarlosbacelar@camara.gov.br,3215-5928,928,5830780,141458,187,JOÃO CARLOS PAOLILO BACELAR FILHO,JOÃO CARLOS BACELAR,PR,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/141458.jpg
4,2763,Titular,dep.marcuspestana@camara.gov.br,3215-5715,715,5830743,159238,254,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,MARCUS PESTANA,PSDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/159238.jpg
3,2766,Titular,dep.toninhopinheiro@camara.gov.br,3215-5584,584,5830792,160611,264,ANTÔNIO PINHEIRO JÚNIOR,TONINHO PINHEIRO,PP,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/160611.jpg
4,3073,Titular,dep.christianedesouzayared@camara.gov.br,3215-5201,201,5830531,178928,442,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,PTN,feminino,PR,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg
